filename,judge_folder,case_no,case_type,date,hearing_date,petitioner,respondent,advocates_petitioner,advocates_respondent,aors,judges,bench_size,judgment_author,constitutional_refs,precedents,petition_text,sections,outcome,disposition_type,word_count,char_count,year,month,case_length_days,sections_list,case_duration_days
c.p._279_q_2020.pdf,Justice Amin-Ud-Din Khan,Unknown,Unknown,2020-10-15,2021-10-14,Mst Khairan Bibi,Mst Haseena Atta And,"Mr.Muhammad Munir Paracha, ASC.","Mr. Kamran Murtaza, Sr.ASC.",Unknown,"Justice Jamal Khan Mandokhail
C.P.L.A No. ; Justice Sardar Tariq Masood
Mr. Justice Amin",2.0,"Justice Sardar Tariq Masood
Mr. Justice Amin",Article 185,Unknown,"SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) Present: Mr. Justice Sardar Tariq Masood Mr. Justice Amin-Ud-Din Khan Mr. Justice Jamal Khan Mandokhail C.P.L.A No. 279-Q of 2020 Against the judgment dated 15.10.2020 passed by the High Court of Balochistan, Sibi Bench in Civil Revision Petition No. (s) 13 of 2018.) Mst. Khairan Bibi ...Petitioner Versus Mst. Haseena Atta and others. …Respondents For the petitioner: Mr.Muhammad Munir Paracha, ASC. For the Respondents: Mr. Kamran Murtaza, Sr.ASC. Raja M. Rizwan Ibrahim Satti, ASC. Mr. M. Ayaz Khan Swati, Addl. AG. For AG Balochistan: Balochistan.","2,3,185",set aside,Set Aside,810.0,4844.0,2020.0,10.0,364.0,"['2', '3', '185']",-364.0
c.p._2866_2015.pdf,Justice Amin-Ud-Din Khan,Civil Petition No.2866 of,Civil,2015-04-13,2020-01-22,Unknown,Shah Nawaz,Unknown,Unknown,Unknown,"JUSTICE MANZOOR AHMAD MALIK
MR. JUSTICE AMIN; justice that benefit of wrong be given to a wrong doer and it
would also be against the well; justice dictate that
the person whose act is challenged before the court should be
allowed an opportunity to defend his actions. Even if no
direct interest of said officer is being affected",3.0,"justice dictate that
the person whose act is challenged before the court should be
allowed an opportunity to defend his actions. Even if no
direct interest of said officer is being affected",Article 78; Article 185,PLD 1964 SC 572,"SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) PRESENT: MR. JUSTICE MANZOOR AHMAD MALIK MR. JUSTICE AMIN-UD-DIN KHAN CIVIL PETITIONS NO.2866 AND 2867 OF 2015 (Against the judgments dated 13.04.2015 passed by the Peshawar High Court, D.I. Khan Bench in Civil Revisions No.69-D and 86-D of 2012) Sakhi Jan and others (in both cases) ...Petitioner (s) Versus Shah Nawaz (in C.P.2866/2015) Ghulam Shabbir and others …Respondent(s) (in C.P.2867/2015) For the Petitioner (s) : Syed Mastan Ali Shah Zaidi, ASC (in both cases) For Respondent No.1 : Nemo (in both cases)","6,10,78,185",unknown,Unknown,2119.0,12854.0,2015.0,4.0,1745.0,"['6', '10', '78', '185']",-1745.0
c.p._3151_2021.pdf,Justice Amin-Ud-Din Khan,Civil Petition No.3151 of2021 2,Civil,2021-04-02,2024-10-30,Muhammad Asif,Amjad Iqbal And,"Mr. Muhammad Faiz Ahmad Cheema,","Mr. Junaid Iftikhar Mirza, ASC for",Unknown,"Justice Irfan Saadat Khan
C.P. No.; Justice Amin",2.0,Justice Amin,Article 185,PLD 1991 SC 957,"Hip SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) Present; Mr. Justice Amin-ud-Din Khan Mr. Justice Irfan Saadat Khan C.P. No.3151/2021 V) Against the judgment dated 04.02.2021 passed by the Lahore High Court, Lahore in Civil Revision No. 7582 of 2021. Muhammad Asif ....Petitioner Versus Amjad Iqbal and others .. .Respondents For the Petitioner: Mr. Muhammad Faiz Ahmad Cheema, ASC. Syed Rifaqat Hussain Shah, AOR. For the Respondents: Mr. Junaid Iftikhar Mirza, ASC for respondent No. 1.","2,4,185",set aside,Unknown,1682.0,10256.0,2021.0,4.0,1307.0,"['2', '4', '185']",-1307.0
c.p._3209_2020.pdf,Justice Amin-Ud-Din Khan,Unknown,Unknown,2020-10-22,2021-02-16,Atif Mehmood Kiyani And,Mis Sukh Chayn Private Limited Royal,"Syed Mujtaba Haider Sherazi, ASC.",Unknown,Unknown,"justice and preventing abuse of the process of the
court. In ; Justice Mazhar Alam Khan Miankhel
Mr. Justice Amin",2.0,"Justice Mazhar Alam Khan Miankhel
Mr. Justice Amin",Unknown,PLD 1994 Sc 311; PLD 1970 SC 139,"S SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) Present: Mr. Justice Mazhar Alam Khan Miankhel Mr. Justice Amin-Ud-Din Khan Civil Petition Nos. 3209 and 3359 of 2020 (Against the judgment dated 22.10.2020 passed by the Islamabad High Court in FAO.No.7 of 2020 and C.ltNo.402 of 2019.) Atif Mehmood Kiyani and another Petitioners Versus MIs Sukh Chayn Private Limited, Royal Plaza, Blue Area Islamabad and another . . . Respondents For the Petitioners: Syed Mujtaba Haider Sherazi, ASC. Syed Rifaqat Hussain Shah, AOR. For the Respondents Mr. Muhammad Mansoor Usman, ASC. Mr. Ahmad Nawaz Ch., AOR. Date of Hearing: 16.02.2021 ORDER","10,151,3209",unknown,Unknown,1921.0,11778.0,2020.0,10.0,117.0,"['10', '151', '3209']",-117.0
c.p._5601_2021.pdf,Justice Amin-Ud-Din Khan,Unknown,Unknown,2021-08-30,2022-06-12,Arif Fareed,Bibi Sara,"Mr. Aftab Alam Yasir, ASC.",N.R.,Unknown,"JUSTICE SARDAR TARIQ MASOOD
MR. JUSTICE AMIN; JUSTICE SYED HASAN AZHAR RIZVI
C.P. No.; justice or that the case could have a
different result if the child was technically impleaded as a party to
the suit in formal manner. We reiterate that as per the Preamble of
the Act",3.0,"justice or that the case could have a
different result if the child was technically impleaded as a party to
the suit in formal manner. We reiterate that as per the Preamble of
the Act",Article 185; Article 199,Unknown,"IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) PRESENT: MR. JUSTICE SARDAR TARIQ MASOOD MR. JUSTICE AMIN-UD-DIN KHAN MR. JUSTICE SYED HASAN AZHAR RIZVI C.P. No.5601 OF 2021 (Against the judgment dated 30.08.2021 passed by The High Court of Balochistan, Quetta in C.P. No.871/2021). Arif Fareed .....Petitioner Versus Bibi Sara & others …Respondents For the petitioner: Mr. Aftab Alam Yasir, ASC. Mr. Syed Rifaqat Hussain Shah, AOR. For the respondents: N.R. Date of Hearing: 06.12.2022 ORDER AMIN-UD-DIN KHAN, J:- Through this petition filed under Article 185(3) of the Constitution of Islamic Republic of","3,10,17,185,199",unknown,Unknown,1292.0,7809.0,2021.0,8.0,286.0,"['3', '10', '17', '185', '199']",-286.0
c.p._836_k_2020_2812025.pdf,Justice Amin-Ud-Din Khan,CIVIL PETITION NO.165-K of 2022 and,Unknown,2020-06-08,2025-01-28,Unknown,Dewan Motors Pvt Ltd,Unknown,"Mr. Salahuddin Ahmed, ASC",Unknown,"Justice Amin; Justice Jamal Khan Mandokhail
Justice Muhammad Ali Mazhar
AFR Justice Syed Hasan Azhar Rizvi
Justice Musarrat Hilali
Justice Naeem Akhter Afghan
Justice Shahid Bilal Hassan
CIVIL PETITIONs NO.",2.0,"Justice Jamal Khan Mandokhail
Justice Muhammad Ali Mazhar
AFR Justice Syed Hasan Azhar Rizvi
Justice Musarrat Hilali
Justice Naeem Akhter Afghan
Justice Shahid Bilal Hassan
CIVIL PETITIONs NO.",Article 191A,Unknown,"IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) Constitutional Bench: Justice Amin-ud-Din Khan, Senior Judge Justice Jamal Khan Mandokhail Justice Muhammad Ali Mazhar AFR Justice Syed Hasan Azhar Rizvi Justice Musarrat Hilali Justice Naeem Akhter Afghan Justice Shahid Bilal Hassan CIVIL PETITIONs NO.836-K to 887-K, 951-K, 1056-K, 1296-K of 2020 and CIVIL PETITIONs NO.741-K to 743-K, of 2021 and CIVIL PETITION NO.165-K of 2022 and CIVIL PETITIONs NO.1143-K to 1173-K of 2024 (on appeal from the judgments dated 06.08.2020, 15.10.2020, 07.04.2021, 22.02.2021, 05.11.2021, 17.10.2024, 30.10.2024 passed by High Court Of Sindh, Karachi in Const. Petitions No.D-4658/2018, 1894/2017, 4660, 4684, 4685, 4697, 4696, 4700, 4706 to 4710, 4717, 4718, 4729, 4730, 4734-4740, 4742 to 4745, 4753, 4760,4761, 4763,","2,191,221,836",unknown,Unknown,1464.0,8989.0,2020.0,6.0,1695.0,"['2', '191', '221', '836']",-1695.0
c.p._925_l_2018.pdf,Justice Amin-Ud-Din Khan,Civil Petition No.925-L of 2018,Civil,2018-01-30,2024-04-29,Unknown,Unknown,"Khurshid, Sr.ASC.",Unknown,Unknown,"Justice Yahya Afridi
Mr. Justice Amin; Justice Ayesha A. Malik
Civil Petition No.",2.0,"Justice Ayesha A. Malik
Civil Petition No.",Article 185; Article 199,Unknown,"IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) Present Mr. Justice Yahya Afridi Mr. Justice Amin-ud-Din Khan Mrs. Justice Ayesha A. Malik Civil Petition No.925-L of 2018 Against the order dated 30.01.2018 passed by the Lahore High Court in W.P.No. 40075 of 2015. ....Petitioners Rashid Baig etc. Versus ....Respondents Muhammad Mansha etc. Syed Muhammad Kalim Ahmad For the petitioners: Khurshid, Sr.ASC. For the respondents; N.R.","1,4,53,185,199",unknown,Unknown,1340.0,8086.0,2018.0,1.0,2281.0,"['1', '4', '53', '185', '199']",-2281.0
const.p._43_2023.pdf,Justice Amin-Ud-Din Khan,Unknown,Unknown,2007-07-05,2024-01-09,Unknown,Federation Of Pakistan Through Secretary Ministry Of,"Mr. Muhammad Makhdoom Ali Khan, Sr. ASC.",Unknown,Unknown,"Justice
Iftikhar Muhammad Chaudhry; justice we think; Justice Sayyed Mazahar Ali Akbar Naqvi; Justice Amin; Justice Jamal Khan Mandokhail
Ms. Justice Musarrat Hilali
Constitution Petitions No.",5.0,"Justice Jamal Khan Mandokhail
Ms. Justice Musarrat Hilali
Constitution Petitions No.",Article 184; Article 9,Unknown,"IN THE SUPREME COURT OF PAKISTAN (Original Jurisdiction) Present: Mr. Justice Amin-ud-Din Khan Mr. Justice Jamal Khan Mandokhail Ms. Justice Musarrat Hilali Constitution Petitions No.43 to 46/2023 Justice Sayyed Mazahar Ali Akbar Naqvi, Judge Supreme Court of Pakistan (Constitution Petitions No.43 and 44/2023) District Bar Association Gujranwala through its President Mr. Pervaiz Abid Haral (Constitution Petition No.45/2023) Mian Dawood (Advocate High Court), Lahore (Constitution Petition No.46/2023) ....Petitioners Versus Federation of Pakistan through Secretary Ministry of Law and Justice, Islamabad and others (Constitution Petitions No.43,44 and 46/2023) Supreme Judicial Council through its Secretary,","4,9,10,43,45,184,216",unknown,Unknown,1889.0,11792.0,2007.0,7.0,6032.0,"['4', '9', '10', '43', '45', '184', '216']",-6032.0
i.c.a._1_2024_dt_21_02_2024.pdf,Justice Amin-Ud-Din Khan,Unknown,Unknown,2024-02-21,,Unknown,Supreme Judicial Council Through Its Secretary,Unknown,"Mr. Mansoor Usman Awan, Attorney General assisted",Mr Hammad Hussain Mr Hammad Hussain,"Justice Islamabad
; Justice Amin; Justice Jamal Khan Mandokhail
Mr. Justice Syed Hasan Azhar Rizvi
Ms. Justice Musarrat Hilali
Mr. Justice Irfan Saadat Khan
Intra Court Appeals No.",3.0,"Justice Jamal Khan Mandokhail
Mr. Justice Syed Hasan Azhar Rizvi
Ms. Justice Musarrat Hilali
Mr. Justice Irfan Saadat Khan
Intra Court Appeals No.",Unknown,Unknown,"IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) Larger Bench Mr. Justice Amin-ud-Din Khan Mr. Justice Jamal Khan Mandokhail Mr. Justice Syed Hasan Azhar Rizvi Ms. Justice Musarrat Hilali Mr. Justice Irfan Saadat Khan Intra Court Appeals No.1 and 2/2024 in Constitutional Petition No.19/2020 Federation of Pakistan through the Secretary, Ministry of Law and Justice Islamabad (Intra Court Appeal No.1/2024) Afiya Shehrbano Zia and others (Intra Court Appeal No.2/2024) ....Appellants Versus Supreme Judicial Council through its Secretary, Supreme Court Building, Islamabad and others ….Respondents For the appellants: Mr. Mansoor Usman Awan, Attorney General assisted by Ms. Maryam Ali Abbasi, Advocate and Ms. Maryam Rashid, Advocate.",,unknown,Unknown,426.0,2720.0,2024.0,2.0,Unknown,[],
i.c.a._5_2023.pdf,Justice Amin-Ud-Din Khan,Unknown,Unknown,2023-12-13,,Unknown,Justice R Jawwad Khawaja And,Unknown,"Sardar M. Latif Khan Khosa, Sr. ASC",Syed Rifaqat Hussain Shah Mr Zahid Yousaf Sardar M Latif Khan Khosa Sr,"justice as held in Brig. ; Justice Muhammad Ali Mazhar
Mr. Justice Syed Hasan Azhar Rizvi
Ms. Justice Musarrat Hilali
Mr. Justice Irfan Saadat Khan
; Justice Sayyed Mazahar Ali Akbar Naqvi and
Mrs. Justice Ayesha A. Malik that clause ; Justice Sardar Tariq Masood
Mr. Justice Amin; Justice Ijaz ul Ahsan; Justice
Munib Akhtar; Justice Yahya Afridi reserves judgment as to para ",7.0,Justice Yahya Afridi reserves judgment as to para,Article 268; Article 203; Article 175; Article 8,"PLD 1996 SC 632; PLD 2015 SC
401; PLD 1975 SC 506",IN THE SUPREME COURT OF PAKISTAN (Original Jurisdiction) Present: Mr. Justice Sardar Tariq Masood Mr. Justice Amin-ud-Din Khan Mr. Justice Muhammad Ali Mazhar Mr. Justice Syed Hasan Azhar Rizvi Ms. Justice Musarrat Hilali Mr. Justice Irfan Saadat Khan 1. I.C.A.5/2023 IN Const.P.24/2023 2. I.C.A.6/2023 IN Const.P.24/2023 3. I.C.A.7/2023 IN Const.P.25/2023 4. I.C.A.8/2023 IN Const.P.24/2023 5. I.C.A.9/2023 IN Const.P.26/2023 6. I.C.A.10/2023 IN Const.P.26/2023 7. I.C.A.11/2023 IN Const.P.30/2023 8. I.C.A.12/2023 IN Const.P.35/2023 9. I.C.A.13/2023 IN Const.P.27/2023 10. I.C.A.14/2023 IN Const.P.24/2023 11. I.C.A.15/2023 IN Const.P.35/2023,"1,2,5,8,24,59,175,203,268",unknown,Unknown,1656.0,10027.0,2023.0,12.0,Unknown,"['1', '2', '5', '8', '24', '59', '175', '203', '268']",
j.p._516_2018.pdf,Justice Amin-Ud-Din Khan,Unknown,Unknown,2016-04-29,2021-12-15,Muhammad Iqbal,The State,Unknown,Unknown,Trading Department Syed Muhammad Hasnain Ibrahim,"JUSTICE JAMAL KHAN MANDOKHAIL
Jail Petition No. ; JUSTICE AMIN",2.0,JUSTICE AMIN,Unknown,Unknown,"SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) Present: MR. JUSTICE AMIN-UD-DIN KHAN MR. JUSTICE JAMAL KHAN MANDOKHAIL Jail Petition No. 516 of 2018 (Against the judgment dated 29.04.2016 passed by the High Court of Sindh, Karachi in Criminal Appeal No.192 of 2014) Muhammad Iqbal ...Petitioner (s) Versus The State …Respondent(s) For the Petitioner(s): Mr. Zulfikar Khalid Maluka, ASC For the State: Mr. Sajid Ilyas Bhatti, Addl. AG Pak Mr. , AOR For Trading Department Syed Muhammad Hasnain Ibrahim Authority of Pakistan: Kazmi, ASC Syed Rifaqat Hussain Shah, AOR Date of Hearing: 15.12.2021 ORDER AMIN-UD-DIN KHAN, J.- for the reasons to be","5,8",set aside,Set Aside,374.0,2317.0,2016.0,4.0,2056.0,"['5', '8']",-2056.0
c.a._1349_2024.pdf,Justice Aqeel Ahmed Abbasi,CIVIL APPEAL NO.1349 OF 2024,Unknown,2024-09-16,2024-11-20,Ali Madad Jattak,Mir Muhammad Usman Pirkani And,Unknown,Unknown,Mr Kamran Murtaza Sr Mr Ajmal Ghafoor Toor,"Justice Shahid Waheed
Mr. Justice Irfan Saadat Khan
Mr. Justice Aqeel Ahmed Abbasi
CIVIL APPEAL NO.",1.0,"Justice Shahid Waheed
Mr. Justice Irfan Saadat Khan
Mr. Justice Aqeel Ahmed Abbasi
CIVIL APPEAL NO.",Article 72; Article 2; Article 89,"PLD 1992 SC 822; PLD 2007 SC
362","IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) Present: Mr. Justice Shahid Waheed Mr. Justice Irfan Saadat Khan Mr. Justice Aqeel Ahmed Abbasi CIVIL APPEAL NO.1349 OF 2024 (Against the judgment dated 16.09.2024 of the Election Tribunal, Balochistan, Quetta in Election Petition No.15 of 2024) Ali Madad Jattak … Appellant Versus Mir Muhammad Usman Pirkani and others … Respondents For the Appellant: Mr. M. Shahzad Shoukat, ASC Ch. Akhtar Ali, AOR For Respondent No.1: Mr. Kamran Murtaza, Sr. ASC Syed Rifaqat Hussain Shah, AOR For Respondent No.31: Mr. Ajmal Ghafoor Toor, ASC For Respondent No.17: Ghulam Rasool Mangel, in person For ECP: Mr. Falak Sher, Assistant Director (Law)","1,2,4,13,14,15,35,72,89,139,144,155,0267,2024,5107",set aside,Set Aside,6755.0,42252.0,2024.0,9.0,65.0,"['1', '2', '4', '13', '14', '15', '35', '72', '89', '139', '144', '155', '0267', '2024', '5107']",-65.0
c.a._470_2022.pdf,Justice Aqeel Ahmed Abbasi,CIVIL APPEAL NO.470 OF 2022,Unknown,2020-12-16,2025-04-16,Iftikhar Ud Din Decd Through LRs,Ms Askari Bank Limited And,Unknown,Mr. Iftikhar Ahmad Bashir ASC,Unknown,"Justice Syed Mansoor Ali Shah
Mr. Justice Aqeel Ahmed Abbasi
CIVIL APPEAL NO.",1.0,"Justice Syed Mansoor Ali Shah
Mr. Justice Aqeel Ahmed Abbasi
CIVIL APPEAL NO.",Article 185,Unknown,"IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) PRESENT: Mr. Justice Syed Mansoor Ali Shah Mr. Justice Aqeel Ahmed Abbasi CIVIL APPEAL NO.470 OF 2022 (Against the impugned judgment dated 16.12.2020 of the Peshawar High Court, Peshawar in RFA No.281-P/2019) Iftikhar ud Din (decd.) through L.Rs. … Appellants Versus M/s Askari Bank Limited and others … Respondents For the Appellants: Mr. Irfan Javed ASC For the Respondents: Mr. Iftikhar Ahmad Bashir ASC Mr. Khaliq uz Zaman ASC Date of hearing: 16.04.2025 JUDGMENT AQEEL AHMED ABBASI, J.- The instant appeal has been filed under Article 185(3) of the Constitution of Islamic Republic of Pakistan, 1973 against the impugned judgment dated 16.12.2020","1,2,6,7,10,12,17,185,1000,1155,3000,6000",set aside,Set Aside,3506.0,21688.0,2020.0,12.0,1582.0,"['1', '2', '6', '7', '10', '12', '17', '185', '1000', '1155', '3000', '6000']",-1582.0
c.p._1218_k_2023.pdf,Justice Aqeel Ahmed Abbasi,Civil Appeal No.117/2006,Civil,2023-12-10,2024-12-16,Syed Ali Ahmed Shah,Syed Shoukat Hussain Shah,"Mr. Khalid Javed, ASC",Unknown,Unknown,"Justice Munib Akhtar
Mr. Justice Irfan Saadat Khan
Mr. Justice Aqeel Ahmed Abbasi
Civil Petition No.",1.0,"Justice Munib Akhtar
Mr. Justice Irfan Saadat Khan
Mr. Justice Aqeel Ahmed Abbasi
Civil Petition No.",Article 162,Unknown,"IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) Present: Mr. Justice Munib Akhtar Mr. Justice Irfan Saadat Khan Mr. Justice Aqeel Ahmed Abbasi Civil Petition No.1218-K of 2023 (against the order dated 12.10.2023 passed by the High Court of Sindh, Karachi, in Civil Revision Application No.S-60 of 2008 (Hyderabad) Syed Ali Ahmed Shah … Petitioners Versus Syed Shoukat Hussain Shah & Others … Respondents For the Petitioners: Mr. Khalid Javed, ASC For Respondent No.1: Mr. Neel Keshav, ASC Date of Hearing: 16.12.2024 ORDER Aqeel Ahmed Abbasi, J. Through instant Civil Petition for Leave to Appeal filed under Section 185 (3) of the Constitution of Islamic Republic of Pakistan, 1973, the petitioner has assailed the order dated","1,5,20,114,151,162,184,185",set aside,Set Aside,2098.0,12743.0,2023.0,12.0,372.0,"['1', '5', '20', '114', '151', '162', '184', '185']",-372.0
c.p._1721_k_2021.pdf,Justice Aqeel Ahmed Abbasi,Civil Petition No.1721-K of 2021,Civil,2021-10-25,2024-12-19,Karachi,Nina Industries Limited Karachi And,"Mr. Khalid Mehmood Siddiqui, ASC",Unknown,Unknown,"Justice Irfan Saadat Khan
Mr. Justice Aqeel Ahmed Abbasi
Civil Petition No.",1.0,"Justice Irfan Saadat Khan
Mr. Justice Aqeel Ahmed Abbasi
Civil Petition No.",Unknown,Unknown,"IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) Present: Mr. Justice Irfan Saadat Khan Mr. Justice Aqeel Ahmed Abbasi Civil Petition No.1721-K of 2021 (Against the order dated 25.10.2021 passed By the High Court of Sindh, Karachi, in J.C.M. No.49 of 2016) State Life Insurance Corporation of Pakistan, Karachi … Petitioner Versus Nina Industries Limited, Karachi and others … Respondents For the Petitioner: Mr. Khalid Mehmood Siddiqui, ASC For Respondent No.1: Ch. Atif Rafiq, ASC Date of Hearing: 19.12.2024 ORDER Aqeel Ahmed Abbasi, J.- Above Civil Petition for Leave to Appeal has been filed against the impugned order dated 25.10.2021 passed by the learned Single Judge of Sindh High Court in J.C.M.","8,55,284,285,287,1453,1997",unknown,Unknown,2167.0,13515.0,2021.0,10.0,1151.0,"['8', '55', '284', '285', '287', '1453', '1997']",-1151.0
c.p._259_q_2020.pdf,Justice Aqeel Ahmed Abbasi,Civil Petition No.259-0 of 2020,Civil,2020-05-10,2024-09-09,Moiilui Abdul Fateh,Yar Muhammad And,"Mr. Manzoor Ahmed Rehmani, ASC",N.R.,Unknown,"Justice Yahya Afridi
Mr. Justice Shahid Waheed
Mr. Justice Aqeel Ahmed Abbasi
Civil Petition No.",1.0,"Justice Yahya Afridi
Mr. Justice Shahid Waheed
Mr. Justice Aqeel Ahmed Abbasi
Civil Petition No.",Article 185; Article 91; Article 49; Article 128,PLD 2019 SC 449,"IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) Present: Mr. Justice Yahya Afridi Mr. Justice Shahid Waheed Mr. Justice Aqeel Ahmed Abbasi Civil Petition No.259-0 of 2020 (Against the judgment dated 05.10.2020 of the High Court of Balochistan, Sibi Bench passed in Succession Appeal No.(s) 01 of 2016) Moiilui Abdul Fateh ... Petitioner Versus Yar Muhammad and others ... Respondents For the Petitioner: Mr. Manzoor Ahmed Rehmani, ASC fuici video link from Quetta) For the Respondents: N.R. Date of Hearing: 09.09.2024. ORDER AQEEL AHMED ABBASI, J.’ The instant Civil","7,42,49,91,128,185,372,384",set aside,Set Aside,1823.0,11533.0,2020.0,5.0,1583.0,"['7', '42', '49', '91', '128', '185', '372', '384']",-1583.0
c.p._3649_2023.pdf,Justice Aqeel Ahmed Abbasi,Civil Petition No.3649 of 2023,Civil,2023-08-30,2024-12-09,"Head Office, Karachi",Rozuddin And Another,"Malik Khushal Khan, ASC",Unknown,Unknown,"Justice Yahya Afridi
Mr. Justice Shahid Waheed
Mr. Justice Aqeel Ahmed Abbasi
Civil Petition No.; justice learned Service ",2.0,justice learned Service,Article 25,Unknown,"IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) Present: Mr. Justice Yahya Afridi Mr. Justice Shahid Waheed Mr. Justice Aqeel Ahmed Abbasi Civil Petition No.3649 of 2023 (Against the judgment dated 30.08.2023 of the High Court of Balochistan, Quetta passed in C.P. No.570 of2021) National Bank of Pakistan through its President, Head Office, Karachi ... Petitioner Versus Roz-ud-Din and another ... Respondents For the Petitioner: Malik Khushal Khan, ASC (via Meo link from Quetta) For Respondent No.l: Mr. Kamran Murtaza, Sr. ASC Syed Rifaqat H. Shah, ACR. Date of Hearing: 12.09.2024. ORDER","1,5,7,25",set aside,Set Aside,2975.0,18585.0,2023.0,8.0,467.0,"['1', '5', '7', '25']",-467.0
c.p._520_k_2024.pdf,Justice Aqeel Ahmed Abbasi,Civil Appeal No. 104 of 2021 passed,Civil,2024-02-05,2024-07-15,Syed Pervaiz Hussain And,Zikrurrehman And,"Mr. Badar Alam, ASC",N.R.,NR,"Justice Syed Hasan Azhar Rizvi
Mr. Justice Aqeel Ahmed Abbasi
Civil Petition No. ",1.0,"Justice Syed Hasan Azhar Rizvi
Mr. Justice Aqeel Ahmed Abbasi
Civil Petition No.",Article 95; Article 79; Article 79; Article 95,"PLD 2015 SC
212","IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) Present: Mr. Justice Syed Hasan Azhar Rizvi Mr. Justice Aqeel Ahmed Abbasi Civil Petition No. 520-K of 2024 (Against the judgment dated 02.05.2024 of the High Court of Sindh at Karachi in Ilnd Appeal No. 1 79 of2021) Syed Pervaiz Hussain and another ... Petitioners Versus Zikr-ur-Rehman and others ... Respondents For the Petitioner: Mr. Badar Alam, ASC Mrs. Abida Parveen Channar, AOR For the Respondent: N.R. Date of Hearing: 15.07.2024. ORDER AQEEL AHMED AB BASI, J.- The instant Civil Petition for leave to appeal has been filed against the impugned judgment dated 02.05.2024 and decree dated 10.05.2024 passed","49,54,79,95,123",set aside,Set Aside,2203.0,13831.0,2024.0,2.0,161.0,"['49', '54', '79', '95', '123']",-161.0
